DEBUG 2018-04-12 21:51:19,992 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
INFO  2018-04-12 21:51:32,035 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 265.8338ms
INFO  2018-04-12 21:51:32,046 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 332.1644ms 200 application/x-javascript; charset=utf-8
INFO  2018-04-12 21:51:32,179 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3  
INFO  2018-04-12 21:51:32,185 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/famfamfam-flags/dist/sprite/famfamfam-flags.png  
INFO  2018-04-12 21:51:32,201 [11   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/font-awesome/fonts/fontawesome-webfont.woff2'. Physical path: 'F:\Docs\PL\Github\ABPPractise\SimpleTaskSystemCore\src\SimpleTaskSystem.Web\wwwroot\lib\font-awesome\fonts\fontawesome-webfont.woff2'
INFO  2018-04-12 21:51:32,256 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/famfamfam-flags/dist/sprite/famfamfam-flags.png'. Physical path: 'F:\Docs\PL\Github\ABPPractise\SimpleTaskSystemCore\src\SimpleTaskSystem.Web\wwwroot\lib\famfamfam-flags\dist\sprite\famfamfam-flags.png'
INFO  2018-04-12 21:51:32,773 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 57.807ms 200 font/woff2
INFO  2018-04-12 21:51:32,803 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 562.3741ms 200 image/png
INFO  2018-04-12 21:51:32,811 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/favicon.ico  
INFO  2018-04-12 21:51:32,825 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 34.7712ms 404 
INFO  2018-04-12 21:51:56,827 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/Home/About  
INFO  2018-04-12 21:51:56,834 [11   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method SimpleTaskSystem.Web.Controllers.HomeController.About (SimpleTaskSystem.Web) with arguments ((null)) - ModelState is Valid
INFO  2018-04-12 21:51:56,835 [11   ] Abp.Auditing.SimpleLogAuditingStore      - AUDIT LOG: SimpleTaskSystem.Web.Controllers.HomeController.About is executed by an anonymous user in 3 ms from ::1 IP address with succeed.
INFO  2018-04-12 21:51:57,151 [11   ] ViewFeatures.Internal.ViewResultExecutor - Executing ViewResult, running view at path /Views/Home/About.cshtml.
INFO  2018-04-12 21:51:57,181 [11   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action SimpleTaskSystem.Web.Controllers.HomeController.About (SimpleTaskSystem.Web) in 344.6639ms
INFO  2018-04-12 21:51:57,322 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 359.3865ms 200 text/html; charset=utf-8
INFO  2018-04-12 21:51:57,345 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=636591667171756612  
INFO  2018-04-12 21:51:57,356 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=636591667171757501  
INFO  2018-04-12 21:51:57,372 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments () - ModelState is Valid
INFO  2018-04-12 21:51:57,411 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - ModelState is Valid
INFO  2018-04-12 21:51:57,430 [10   ] tCore.Mvc.Internal.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2018-04-12 21:51:57,464 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 83.5266ms
INFO  2018-04-12 21:51:57,473 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 131.8133ms 200 application/x-javascript
INFO  2018-04-12 21:51:57,481 [9    ] tCore.Mvc.Internal.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2018-04-12 21:51:57,493 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 120.786ms
INFO  2018-04-12 21:51:57,500 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 171.3791ms 200 application/x-javascript; charset=utf-8
